,,,,,# Enterprise Go Lives [Ter],,3.0,,,,,,,,,,,,
,,,,,$ Enterprise Revenue Live [Ter],,88164.0,,,,,,,,,,,,
,,,,,# Enterprise Go Lives [Executar-no loyalty],,0.0,,,,,,,,,,,,
,,,,,$ Enterprise Revenue Live [Executar-no loyalty],,0.0,,,,,,,,,,,,
,,,,,# Enterprise Go Lives [Executar-loyalty],,6.0,,,,,,,,,,,,
,,,,,$ Enterprise Revenue Live [Executar-loyalty],,809100.0,,,,,,,,,,,,
,,,,,# Enterprise Go Lives [Potencializar],,3.0,,,,,,,,,,,,
,,,,,$ Enterprise Revenue Live [Potencializar],,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,Large,,,,,,,,,,,,,,,,
,,,,% Large Go Lives,,,1.0,,,,,,,,,,,,
